city,county,state,country,population
,Roscommon County,MI,USA,23884
,Saginaw County,MI,USA,190800
,St. Clair County,MI,USA,159337
,Tuscola County,MI,USA,52516
,Washtenaw County,MI,USA,370963
,Wayne County,MI,USA,1753893
,Wexford County,MI,USA,33466
,(unassigned),MI,USA,
,Alcona County,MI,USA,10362
,Alger County,MI,USA,9097
,Alpena County,MI,USA,28360
,Antrim County,MI,USA,23365
,Arenac County,MI,USA,15041
,Baraga County,MI,USA,8320
,Benzie County,MI,USA,17753
,Branch County,MI,USA,43622
,Cass County,MI,USA,51653
,Cheboygan County,MI,USA,25413
,Crawford County,MI,USA,13901
,Delta County,MI,USA,35857
,Dickinson County,MI,USA,25383
,Gogebic County,MI,USA,15096
,Gratiot County,MI,USA,40599
,Hillsdale County,MI,USA,45749
,Houghton County,MI,USA,36219
,Huron County,MI,USA,31166
,Ionia County,MI,USA,64210
,Iosco County,MI,USA,25081
,Iron County,MI,USA,11117
,Isabella County,MI,USA,70562
,Kalkaska County,MI,USA,17824
,Keweenaw County,MI,USA,2113
,Lake County,MI,USA,11881
,Lapeer County,MI,USA,88028
,Lenawee County,MI,USA,98266
,Luce County,MI,USA,6283
,Mackinac County,MI,USA,10787
,Manistee County,MI,USA,24528
,Marquette County,MI,USA,66516
,Mason County,MI,USA,29100
,Mecosta County,MI,USA,43545
,Menominee County,MI,USA,22983
,Missaukee County,MI,USA,15113
,Montmorency County,MI,USA,9265
,Oceana County,MI,USA,26625
,Ogemaw County,MI,USA,20952
,Ontonagon County,MI,USA,5795
,Osceola County,MI,USA,23341
,Oscoda County,MI,USA,8276
,Presque Isle County,MI,USA,12738
,St. Joseph County,MI,USA,61043
,Sanilac County,MI,USA,41182
,Schoolcraft County,MI,USA,8068
,Shiawassee County,MI,USA,68192
,Van Buren County,MI,USA,75448
,Anoka County,MN,USA,353813
,Benton County,MN,USA,40545
,Big Stone County,MN,USA,4989
,Blue Earth County,MN,USA,67427
,Carver County,MN,USA,103551
,Cass County,MN,USA,29519
,Chisago County,MN,USA,55922
,Clay County,MN,USA,63955
,Dakota County,MN,USA,425423
,Dodge County,MN,USA,20822
,Fillmore County,MN,USA,21058
,Hennepin County,MN,USA,1259428
,Jackson County,MN,USA,9911
,Lac Qui Parle County,MN,USA,
,Le Sueur County,MN,USA,28494
,Martin County,MN,USA,19785
,Mower County,MN,USA,40011
,Nicollet County,MN,USA,34220
,Olmsted County,MN,USA,156277
,Ramsey County,MN,USA,550210
,Renville County,MN,USA,14612
,Rice County,MN,USA,66523
,Scott County,MN,USA,147381
,Sherburne County,MN,USA,96036
,St. Louis County,MN,USA,199754
,Stearns County,MN,USA,159256
,Steele County,MN,USA,36803
,Wabasha County,MN,USA,21645
,Waseca County,MN,USA,18691
,Washington County,MN,USA,259201
,Wright County,MN,USA,136349
,Aitkin County,MN,USA,15902
,Becker County,MN,USA,34371
,Beltrami County,MN,USA,46847
,Brown County,MN,USA,25111
,Carlton County,MN,USA,35837
,Chippewa County,MN,USA,11924
,Clearwater County,MN,USA,8810
,Cook County,MN,USA,5393
,Cottonwood County,MN,USA,11277
,Crow Wing County,MN,USA,64889
,Douglas County,MN,USA,37964
,Faribault County,MN,USA,13758
,Freeborn County,MN,USA,30444
,Goodhue County,MN,USA,46403
,Grant County,MN,USA,6021
,Houston County,MN,USA,18578
,Hubbard County,MN,USA,21332
,Isanti County,MN,USA,39966
,Itasca County,MN,USA,45108
,Kanabec County,MN,USA,16207
,Kandiyohi County,MN,USA,42855
,Kittson County,MN,USA,4248
,Koochiching County,MN,USA,12440
,Lac qui Parle County,MN,USA,6658
,Lake County,MN,USA,10658
,Lake of the Woods County,MN,USA,3758
,Lincoln County,MN,USA,5673
,Lyon County,MN,USA,25629
,McLeod County,MN,USA,35873
,Mahnomen County,MN,USA,5519
,Marshall County,MN,USA,9390
,Meeker County,MN,USA,23141
,Mille Lacs County,MN,USA,26139
,Morrison County,MN,USA,33169
,Murray County,MN,USA,8276
,Nobles County,MN,USA,21924
,Norman County,MN,USA,6475
,Otter Tail County,MN,USA,58812
,Pennington County,MN,USA,14178
,Pine County,MN,USA,29483
,Pipestone County,MN,USA,9047
,Polk County,MN,USA,31529
,Pope County,MN,USA,11097
,Red Lake County,MN,USA,3999
,Redwood County,MN,USA,15249
,Rock County,MN,USA,9414
,Roseau County,MN,USA,15150
,Sibley County,MN,USA,15028
,Stevens County,MN,USA,9753
,Swift County,MN,USA,9345
,Todd County,MN,USA,24582
,Traverse County,MN,USA,3308
,Wadena County,MN,USA,13773
,Watonwan County,MN,USA,10980
,Wilkin County,MN,USA,6254
,Winona County,MN,USA,50825
,Yellow Medicine County,MN,USA,9795
,Adair County,MO,USA,25339
,Bates County,MO,USA,16320
,Boone County,MO,USA,180005
,Callaway County,MO,USA,44889
,Camden County,MO,USA,45815
,Cass County,MO,USA,104954
,Christian County,MO,USA,86983
,Clinton County,MO,USA,20470
,Cole County,MO,USA,76796
,Dunklin County,MO,USA,29423
,Greene County,MO,USA,291923
,Henry County,MO,USA,21792
,Jackson County,MO,USA,700307
,Jasper County,MO,USA,120636
,Johnson County,MO,USA,53652
,Lafayette County,MO,USA,32598
,Moniteau County,MO,USA,16121
,Perry County,MO,USA,19150
,Pulaski County,MO,USA,52014
,Scott County,MO,USA,38458
,St. Charles County,MO,USA,399182
,St. Francois County,MO,USA,66692
,St. Louis County,MO,USA,996945
,Taney County,MO,USA,55852
,(unassigned),MO,USA,
,Andrew County,MO,USA,17607
,Atchison County,MO,USA,5171
,Audrain County,MO,USA,25473
,Barry County,MO,USA,35886
,Barton County,MO,USA,11798
,Benton County,MO,USA,19278
,Bollinger County,MO,USA,12169
,Buchanan County,MO,USA,88571
,Butler County,MO,USA,42639
,Caldwell County,MO,USA,9108
,Cape Girardeau County,MO,USA,78753
,Carroll County,MO,USA,8743
,Carter County,MO,USA,6054
,Cedar County,MO,USA,14165
,Chariton County,MO,USA,7451
,Clark County,MO,USA,6842
,Clay County,MO,USA,246365
,Cooper County,MO,USA,17603
,Crawford County,MO,USA,23957
,Dade County,MO,USA,7569
,Dallas County,MO,USA,16762
,Daviess County,MO,USA,8313
,DeKalb County,MO,USA,12630
,Dent County,MO,USA,15441
,Douglas County,MO,USA,13373
,Franklin County,MO,USA,103670
,Gasconade County,MO,USA,14705
,Gentry County,MO,USA,6628
,Grundy County,MO,USA,9914
,Harrison County,MO,USA,8414
,Hickory County,MO,USA,9509
,Holt County,MO,USA,4404
,Howard County,MO,USA,10137
,Howell County,MO,USA,40076
,Iron County,MO,USA,10177
,Jefferson County,MO,USA,224347
,Knox County,MO,USA,3947
,Laclede County,MO,USA,35713
,Lawrence County,MO,USA,38359
,Lewis County,MO,USA,9855
,Lincoln County,MO,USA,57686
,Linn County,MO,USA,12037
,Livingston County,MO,USA,15146
,Macon County,MO,USA,15153
,Madison County,MO,USA,12188
,Maries County,MO,USA,8769
,Marion County,MO,USA,28592
,McDonald County,MO,USA,23078
,Mercer County,MO,USA,3641
,Miller County,MO,USA,25336
,Mississippi County,MO,USA,13336
,Monroe County,MO,USA,8664
,Montgomery County,MO,USA,11534
,Morgan County,MO,USA,20358
,New Madrid County,MO,USA,17296
,Newton County,MO,USA,58266
,Nodaway County,MO,USA,22304
,Oregon County,MO,USA,10541
,Osage County,MO,USA,13714
,Ozark County,MO,USA,9017
,Pemiscot County,MO,USA,16272
,Pettis County,MO,USA,42542
,Phelps County,MO,USA,44732
,Pike County,MO,USA,18504
,Platte County,MO,USA,102985
,Polk County,MO,USA,32201
,Putnam County,MO,USA,4757
,Ralls County,MO,USA,10212
,Randolph County,MO,USA,24763
,Ray County,MO,USA,22883
,Reynolds County,MO,USA,6254
,Ripley County,MO,USA,13401
,St. Clair County,MO,USA,9395
,Ste. Genevieve County,MO,USA,17888
,Saline County,MO,USA,22895
,Schuyler County,MO,USA,4599
,Scotland County,MO,USA,4966
,Shannon County,MO,USA,8189
,Shelby County,MO,USA,6050
,Stoddard County,MO,USA,29206
,Stone County,MO,USA,31749
,Sullivan County,MO,USA,6221
,Texas County,MO,USA,25571
,Vernon County,MO,USA,20528
,Warren County,MO,USA,34711
,Washington County,MO,USA,24943
,Wayne County,MO,USA,13122
,Webster County,MO,USA,39109
,Worth County,MO,USA,2040
,Wright County,MO,USA,18378
,Adams County,MS,USA,31192
,Attala County,MS,USA,18365
,Bolivar County,MS,USA,31333
,Chickasaw County,MS,USA,17171
,Clay County,MS,USA,19386
,Coahoma County,MS,USA,22628
,Copiah County,MS,USA,28543
,DeSoto County,MS,USA,182001
,Forrest County,MS,USA,75036
,Franklin County,MS,USA,7788
,George County,MS,USA,24250
,Grenada County,MS,USA,21055
,Hancock County,MS,USA,47334
,Harrison County,MS,USA,206650
,Hinds County,MS,USA,237085
,Holmes County,MS,USA,17622
,Humphreys County,MS,USA,8257
,Itawamba County,MS,USA,23517
,Jackson County,MS,USA,143277
,Jones County,MS,USA,68461
,Lafayette County,MS,USA,54793
,Lamar County,MS,USA,62447
,Lawrence County,MS,USA,12455
,Leake County,MS,USA,22763
,Lee County,MS,USA,85202
,Leflore County,MS,USA,28919
,Lincoln County,MS,USA,34205
,Lowndes County,MS,USA,58930
,Madison County,MS,USA,105630
,Marion County,MS,USA,24715
,Marshall County,MS,USA,35451
,Monroe County,MS,USA,35564
,Montgomery County,MS,USA,10023
,Oktibbeha County,MS,USA,49599
,Panola County,MS,USA,34178
,Pearl River County,MS,USA,55387
,Perry County,MS,USA,11931
,Pike County,MS,USA,39563
,Pontotoc County,MS,USA,31833
,Rankin County,MS,USA,153902
,Scott County,MS,USA,28287
,Simpson County,MS,USA,26758
,Smith County,MS,USA,16002
,Sunflower County,MS,USA,25735
,Tallahatchie County,MS,USA,13987
,Tate County,MS,USA,28759
,Tippah County,MS,USA,21995
,Tunica County,MS,USA,9944
,Union County,MS,USA,28606
,Walthall County,MS,USA,14465
,Washington County,MS,USA,45063
,Webster County,MS,USA,9788
,Wilkinson County,MS,USA,8792
,Winston County,MS,USA,18165
,Yazoo County,MS,USA,28248
,Alcorn County,MS,USA,36925
,Amite County,MS,USA,12326
,Benton County,MS,USA,8271
,Calhoun County,MS,USA,14436
,Carroll County,MS,USA,9911
,Choctaw County,MS,USA,8278
,Claiborne County,MS,USA,9002
,Clarke County,MS,USA,15604
,Covington County,MS,USA,18853
,Greene County,MS,USA,13586
,Issaquena County,MS,USA,1308
,Jasper County,MS,USA,16428
,Jefferson County,MS,USA,7106
,Jefferson Davis County,MS,USA,11234
,Kemper County,MS,USA,10027
,Lauderdale County,MS,USA,75317
,Neshoba County,MS,USA,29125
,Newton County,MS,USA,21443
,Noxubee County,MS,USA,10535
,Prentiss County,MS,USA,25315
,Quitman County,MS,USA,7051
,Sharkey County,MS,USA,4377
,Stone County,MS,USA,18717
,Tishomingo County,MS,USA,19454
,Warren County,MS,USA,46176
,Wayne County,MS,USA,20298
,Yalobusha County,MS,USA,12392
,Broadwater County,MT,USA,6085
,Cascade County,MT,USA,81643
,Flathead County,MT,USA,102106
,Gallatin County,MT,USA,111876
,Lewis and Clark County,MT,USA,68700
,Madison County,MT,USA,8768
,Missoula County,MT,USA,118791
,Ravalli County,MT,USA,43172
,Roosevelt County,MT,USA,11059
,Silver Bow County,MT,USA,34993
,Yellowstone County,MT,USA,160137
,Beaverhead County,MT,USA,9404
,Big Horn County,MT,USA,13338
,Blaine County,MT,USA,6807
,Carbon County,MT,USA,10714
,Carter County,MT,USA,1238
,Chouteau County,MT,USA,5745
,Custer County,MT,USA,11586
,Daniels County,MT,USA,1747
,Dawson County,MT,USA,8680
,Deer Lodge County,MT,USA,9131
,Fallon County,MT,USA,2920
,Fergus County,MT,USA,11113
,Garfield County,MT,USA,1268
,Glacier County,MT,USA,13747
,Golden Valley County,MT,USA,826
,Granite County,MT,USA,3378
,Hill County,MT,USA,16347
,Jefferson County,MT,USA,12097
,Judith Basin County,MT,USA,1952
,Lake County,MT,USA,30250
,Liberty County,MT,USA,2430
,Lincoln County,MT,USA,19794
,McCone County,MT,USA,1675
,Meagher County,MT,USA,1866
,Mineral County,MT,USA,4316
,Musselshell County,MT,USA,4651
,Park County,MT,USA,16736
,Petroleum County,MT,USA,513
,Phillips County,MT,USA,4074
,Pondera County,MT,USA,5972
,Powder River County,MT,USA,1716
,Powell County,MT,USA,6968
,Prairie County,MT,USA,1087
,Richland County,MT,USA,10913
,Rosebud County,MT,USA,9063
,Sanders County,MT,USA,11844
,Sheridan County,MT,USA,3424
,Stillwater County,MT,USA,9534
,Sweet Grass County,MT,USA,3710
,Teton County,MT,USA,6162
,Toole County,MT,USA,4853
,Treasure County,MT,USA,679
,Valley County,MT,USA,7437
,Wheatland County,MT,USA,2236
,Wibaux County,MT,USA,1034
,Rockingham County,NC,USA,90690
,Guilford County,NC,USA,533670
,Alamance County,NC,USA,166436
,Alexander County,NC,USA,37353
,Randolph County,NC,USA,143351
,Wayne County,NC,USA,123248
,Ashe County,NC,USA,27109
,Alleghany County,NC,USA,11161
,Currituck County,NC,USA,27072
,Camden County,NC,USA,10710
,Surry County,NC,USA,71948
,Gates County,NC,USA,11573
,Hertford County,NC,USA,23659
,Northampton County,NC,USA,19676
,Stokes County,NC,USA,45467
,Warren County,NC,USA,19807
,Vance County,NC,USA,44582
,Granville County,NC,USA,60115
,Caswell County,NC,USA,22698
,Person County,NC,USA,39507
,Pasquotank County,NC,USA,39639
,Halifax County,NC,USA,50574
,Wilkes County,NC,USA,68557
,Watauga County,NC,USA,55945
,Perquimans County,NC,USA,13422
,Chowan County,NC,USA,14029
,Avery County,NC,USA,17505
,Yadkin County,NC,USA,37543
,Dare County,NC,USA,36501
,Forsyth County,NC,USA,379099
,Franklin County,NC,USA,67560
,Bertie County,NC,USA,19026
,Orange County,NC,USA,146027
,Durham County,NC,USA,316739
,Nash County,NC,USA,94016
,Mitchell County,NC,USA,15000
,Edgecombe County,NC,USA,52005
,Caldwell County,NC,USA,82029
,Tyrrell County,NC,USA,4131
,Yancey County,NC,USA,17903
,Madison County,NC,USA,21763
,Martin County,NC,USA,22671
,Wake County,NC,USA,1092305
,Davie County,NC,USA,42733
,Washington County,NC,USA,11859
,Burke County,NC,USA,90382
,Davidson County,NC,USA,166614
,McDowell County,NC,USA,45507
,Chatham County,NC,USA,73139
,Wilson County,NC,USA,81455
,Buncombe County,NC,USA,259103
,Haywood County,NC,USA,61971
,Catawba County,NC,USA,158652
,Pitt County,NC,USA,179914
,Johnston County,NC,USA,202675
,Swain County,NC,USA,14245
,Beaufort County,NC,USA,47079
,Hyde County,NC,USA,5230
,Greene County,NC,USA,21012
,Rutherford County,NC,USA,66826
,Lee County,NC,USA,61452
,Cleveland County,NC,USA,97645
,Jackson County,NC,USA,43327
,Harnett County,NC,USA,134214
,Graham County,NC,USA,8484
,Henderson County,NC,USA,116748
,Moore County,NC,USA,98682
,Montgomery County,NC,USA,27271
,Stanly County,NC,USA,62075
,Transylvania County,NC,USA,34215
,Polk County,NC,USA,20611
,Lenoir County,NC,USA,55976
,Craven County,NC,USA,102912
,Macon County,NC,USA,35285
,Cherokee County,NC,USA,28383
,Pamlico County,NC,USA,12670
,Sampson County,NC,USA,63626
,Cumberland County,NC,USA,332330
,Clay County,NC,USA,11139
,Jones County,NC,USA,9637
,Carteret County,NC,USA,69524
,Union County,NC,USA,235908
,Anson County,NC,USA,24877
,Hoke County,NC,USA,54764
,Duplin County,NC,USA,58856
,Richmond County,NC,USA,44887
,Scotland County,NC,USA,34810
,Onslow County,NC,USA,197683
,Robeson County,NC,USA,131831
,Bladen County,NC,USA,33190
,Pender County,NC,USA,62162
,Columbus County,NC,USA,55655
,New Hanover County,NC,USA,232274
,Brunswick County,NC,USA,136744
,Iredell County,NC,USA,178435
,Rowan County,NC,USA,141262
,Lincoln County,NC,USA,83770
,Mecklenburg County,NC,USA,1093901
,Cabarrus County,NC,USA,211342
,Gaston County,NC,USA,222846
,Coos County,NH,USA,31589
,Grafton County,NH,USA,89786
,Carroll County,NH,USA,48779
,Belknap County,NH,USA,61022
,Merrimack County,NH,USA,151132
,Sullivan County,NH,USA,43144
,Cheshire County,NH,USA,76493
,Hillsborough County,NH,USA,415247
,Rockingham County,NH,USA,309176
,Strafford County,NH,USA,130090
,Atlantic County,NJ,USA,265429
,Bergen County,NJ,USA,936692
,Burlington County,NJ,USA,445384
,Camden County,NJ,USA,507078
,Cape May County,NJ,USA,92560
,Essex County,NJ,USA,799767
,Gloucester County,NJ,USA,291408
,Hudson County,NJ,USA,676061
,Hunterdon County,NJ,USA,124714
